legacy_gestore_id,percorso,img
2951,shirleysaid,BannerShirley_800_LowRes.jpg
2952,249712952,logo.jpg
2953,Aneurysm,roguedemo.JPG
2955,oceanrules,IMG_4471.jpg295948.jpg
2956,Anomalyas,logo.jpg
2962,radiosupernova,logoRADIO_SUPERNOVA.jpg
2966,DelusionOnAir,logo mod1.jpg
2967,AnnaGiacomoLive,n1456039275_30209405_5955.jpg
2968,sebastiancontrario,logo.jpg
2970,forgottendust,loghetto copia.jpg
2971,thegravity,The Gravity.jpg
2973,isimboli,simbolo 5.JPG
2975,dLINE,Limax.jpg
2976,2ndofmay,marchio may copia.jpg
2977,falseness,no-logo2.jpg
2978,noriko,logo.JPG
2979,queenalive,qa-ridojpg.jpg
2980,figliduncane,bannerfigli.png
2981,legaleggera,Logo.jpg
2983,orghia,logomyband.jpg
2984,queerdolls,pro_la_boca_20_feb.jpg
2985,rockemergencyroma,logorock2.jpg
2992,musclemuseum,MUSCLE LOGO.jpg
2993,eleuteria,logo.jpg
2994,disarmonia,logodisarmonia.gif
2995,apachemind,rfe.jpg
2997,degrees,logo.jpg
3003,physicalnoise,logo.gif
3005,bloodmosquito,Logo.jpg
3007,tular,myradiologo.jpg
3008,sixlips,Logo Sixlips.jpg
3009,MrO,logomro.jpg
3011,TheBalmung,balmung2.jpg
3012,cloudburst,cloud logo2.jpg
3017,pursuitgreen,cover.jpg
3018,venereah,sassusu.jpg
3020,breathless,logo.jpg
3030,navarones,m_30637a0d40cf4c4aa91e642ffc84e3eb.gif
3031,radionuovevoci,logo.jpg
3033,collettivo01,LOGO COLLETTIVO01.jpg
3037,shopnhour,logo.jpg
3038,dromika,Dromika.jpg
3043,awe,logo.jpg
3049,icarozero,DSC_8681_.jpg
3050,soundtrace,logo.jpg
3053,pentatonicquintet,logo.jpg
3054,fouronthefloor,four on the floor.jpg
3056,QBAND,logo.jpg
3060,betuas,una.jpg
3064,wma,logo.jpg
3065,MADINSIDE,logo.jpg
3067,AIRBAGSBAND,logo.jpg
3069,natalyqueen,logo.jpg
3070,aesacus,logo.jpg
3075,FabioCanu,_MG_1982.jpg
3076,disagioacustico,resize 1.bmp
3077,VoodooPepper,logo.jpg
3082,maudits,Logo Maudits.jpg
3085,sparknfire,logo.jpg
3089,operahouseband,Logo_Opera_House_modificato2.bmp
3090,trepiuno,logo small1.bmp
3091,winterdust,6640_211966275550_153347680550_7753646_4855935_n.jpg
3093,simpleshoot,simboloSIMPLE.jpg
3098,primeengine,logo.jpg
3099,LASINDROME,COPERTINA LA SINDROME.jpg
3100,nuitdenote,logo.jpg
3101,thekey,logo.jpg
3103,berogue,P10006341.bmp
3104,SignsUp,logo.jpg
3106,rifleshot,logo.jpg
3107,TheRockAces,logo.jpg
3109,ultimafase,logo.jpg
3111,dreamsup,dreamsupLOGO.jpg
3112,TheHipsters,logo.jpg
3123,phoebus,logo.jpg
3124,seasideband,logo.jpg
3125,Sandflower,logo.jpg
3126,beatlesjuice,Ridimensiona dithe beat.jpg
3128,annoprimo,Foto.jpg
3129,enillafam,logo.jpg
3130,lucalastilla,logo.jpg
3131,TANKYOU,LOGO.bmp
3132,Axiom,TRUTHS DENIED_myband.jpg
3133,Synthesy,logo.jpg
3134,themarvelspace,logo.jpg
3138,ILSOGNO,logo.jpg
3139,AmanoLibera,amanolibera my band.jpg
3147,deseodetangoensemble,piccolo deseo bianco.jpg
3149,floridaitalia,logo.jpg
3152,crazydomino,cd.jpg
3153,senzarespiro,logo SenzaRespiro.jpg
3154,thewedgies,logo.jpg
3155,davidecaroli,logo.jpg
3163,theweed,00138m.jpg
3165,arturocontromano,loghissimo.jpg
3166,audioout,logo.jpg
3167,manial,l_fb65cbc9253f4b7182c914a2abc29908.jpg
3168,WhiteTrash,logo3.bmp
3169,thesnogsband,logo.jpg
3170,fottutoiron,logo.jpg
3171,keryskies,logo.jpg
3172,frankgiven,4605_1183644231673_1245245973_30528993_3126426_n.jpg
3174,thenextwishkeybar,logo.jpg
3175,senne,logo.jpg
3179,secondamano,logo.jpg
3181,meninbecks,Mib.bmp
3184,DEBRUYN,logo.jpg
3185,arthemia,JUMP PICCOLO.jpg
3188,STEREOCLIMAX,logo.jpg
3189,shout,logoSHOUTprova1.jpg
3190,AccidentalEncounters,accidental.jpg
3194,thebleed,logo.jpg
3195,ambraband7,l_2c60116fb9fff1cf38aedbea9034242c.jpg
3198,Mephitic,100x70.jpg
3199,kitschmusicband,m_48146794b0e3b249135474e6e428ae91.jpg
3203,DeviazioniSpericolate,avatar myband.jpg
3205,albachiara,logo.jpg
3209,nicturia,logo.jpg
3212,foxbridge,foxbridge.jpg
3215,lafebbre,la febbre logo2.jpg
3217,HANK,logo.jpg
3218,servidisobbedienti,logo.jpg
3221,DriveMeCrazy,logo.jpg
3223,Violedy,violedy.jpg
3224,meduseband,MEDUSEpiccolo.jpg
3225,thesteamrollers,2344523.jpg
3226,lenotesospese,n84067177556_8180.jpg
3227,lescouleurs,logo.jpg
3228,FOURBACK,Logo FOURBACK2 .jpg
